Item Name,Description,Mfg Part #,Category,Rate,Item Type
HO8D,,,Services,1750,Non Inventory
HO8E,,,Services,1900,Non Inventory
HO9A,,,Services,1467,Non Inventory
HO9B,,,Services,1617,Non Inventory
HO9C,,,Services,1767,Non Inventory
HO9D,,,Services,1917,Non Inventory
HO9E,,,Services,2067,Non Inventory
Honeywell Pro 5000,Installation of a Honeywell Pro 500 thermostat,,Services,508,Non Inventory
HP100A,Fuel Delivery System Rejuvenation\CRPerformance and safety testing                          \CR30 day warranty,,Services,1138,Non Inventory
HP100B,Basic Fuel Delivery System Renovation\CRPerformance enhancement calibration\CRPerformance and safety testing                          \CR6 month warranty,,Services,2048,Non Inventory
HP100C,Main Fuel Delivery System Renovation \CRPerformance enhancement calibration\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPe,,Services,3130,Non Inventory
HP100D,Complete Fuel Delivery System Renovation\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPerformance enhancement calibration\CR,,Services,3699,Non Inventory
HP100E,Complete Fuel Delivery System Renovation\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPerformance enhancement calibration\CR,,Services,4552,Non Inventory
HP101A,Fuel Delivery System Rejuvenation\CRPerformance and safety testing                          \CR30 day warranty,,Services,1424,Non Inventory
HP101B,Basic Fuel Delivery System Renovation\CRPerformance enhancement calibration\CRPerformance and safety testing                          \CR6 month warranty,,Services,2564,Non Inventory
HP101C,Main Fuel Delivery System Renovation \CRPerformance enhancement calibration\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPe,,Services,3917,Non Inventory
HP101D,Complete Fuel Delivery System Renovation\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPerformance enhancement calibration\CR,,Services,4629,Non Inventory
HP101E,Complete Fuel Delivery System Renovation\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPerformance enhancement calibration\CR,,Services,5697,Non Inventory
HP102A,Fuel Delivery System Rejuvenation\CRPerformance and safety testing                          \CR30 day warranty,,Services,1884,Non Inventory
HP102B,Basic Fuel Delivery System Renovation\CRPerformance enhancement calibration\CRPerformance and safety testing                          \CR6 month warranty,,Services,3391,Non Inventory
HP102C,Main Fuel Delivery System Renovation \CRPerformance enhancement calibration\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPe,,Services,5181,Non Inventory
HP102D,Complete Fuel Delivery System Renovation\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPerformance enhancement calibration\CR,,Services,6123,Non Inventory
HP102E,Complete Fuel Delivery System Renovation\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPerformance enhancement calibration\CR,,Services,7536,Non Inventory
HP103A,Fuel Delivery System Rejuvenation\CRPerformance and safety testing                          \CR30 day warranty,,Services,2143,Non Inventory
HP103B,Basic Fuel Delivery System Renovation\CRPerformance enhancement calibration\CRPerformance and safety testing                          \CR6 month warranty,,Services,3858,Non Inventory
HP103C,Main Fuel Delivery System Renovation \CRPerformance enhancement calibration\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPe,,Services,5894,Non Inventory
HP103D,Complete Fuel Delivery System Renovation\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPerformance enhancement calibration\CR,,Services,6965,Non Inventory
HP103E,Complete Fuel Delivery System Renovation\CRIgnition system rejuvenation\CRBurner calibration alignment restoration\CRPerformance enhancement calibration\CR,,Services,8573,Non Inventory
HP104A,Pressure Safety System Rejuvenation\CREmergency pressure regulator renovation\CRRegulator safety system rejuvenation\CRPerformance and safety testing,,Services,463,Non Inventory
HP104B,Basic Pressure Safety System renovation\CREmergency pressure regulator renovation\CRregulator safety system rejuvenation\CRDrain / flush and descale\CRPer,,Services,833,Non Inventory
HP104C,Main Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monitoring,,Services,1273,Non Inventory
HP104D,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,1505,Non Inventory
HP104E,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,1852,Non Inventory
HP105A,Pressure Safety System Rejuvenation\CREmergency pressure regulator renovation\CRRegulator safety system rejuvenation\CRPerformance and safety testing,,Services,593,Non Inventory
HP105B,Basic Pressure Safety System renovation\CREmergency pressure regulator renovation\CRregulator safety system rejuvenation\CRDrain / flush and descale\CRPer,,Services,1067,Non Inventory
HP105C,Main Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monitoring,,Services,1630,Non Inventory
HP105D,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,1927,Non Inventory
HP105E,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,2372,Non Inventory
HP106A,Pressure Safety System Rejuvenation\CREmergency pressure regulator renovation\CRRegulator safety system rejuvenation\CRPerformance and safety testing,,Services,824,Non Inventory
HP106B,Basic Pressure Safety System renovation\CREmergency pressure regulator renovation\CRregulator safety system rejuvenation\CRDrain / flush and descale\CRPer,,Services,1484,Non Inventory
HP106C,Main Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monitoring,,Services,2267,Non Inventory
HP106D,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,2679,Non Inventory
HP106E,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,3297,Non Inventory
HP107A,Pressure Safety System Rejuvenation\CREmergency pressure regulator renovation\CRRegulator safety system rejuvenation\CRPerformance and safety testing,,Services,1054,Non Inventory
HP107B,Basic Pressure Safety System renovation\CREmergency pressure regulator renovation\CRregulator safety system rejuvenation\CRDrain / flush and descale\CRPer,,Services,1898,Non Inventory
HP107C,Main Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monitoring,,Services,2900,Non Inventory
HP107D,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,3427,Non Inventory
HP107E,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,4218,Non Inventory
HP108A,Pressure Safety System Rejuvenation\CREmergency pressure regulator renovation\CRRegulator safety system rejuvenation\CRPerformance and safety testing,,Services,1988,Non Inventory
HP108B,Basic Pressure Safety System renovation\CREmergency pressure regulator renovation\CRregulator safety system rejuvenation\CRDrain / flush and descale\CRPer,,Services,3578,Non Inventory
HP108C,Main Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monitoring,,Services,5467,Non Inventory
HP108D,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,6461,Non Inventory
HP108E,Complete Pressure Safety System Renovation\CREmergency pressure regulator and regulator safety system rejuvenation\CRPressure and temperature and monito,,Services,7952,Non Inventory
HP109A,Hot Water Vapor Central Heating System Rejuvenation\CRDrain / flush and descale\CRPerformance and safety testing \CR30 day warranty,,Services,500,Non Inventory
HP109B,Basic Hot Water Vapor Central Heating System Renovation\CRDrain / flush and descale\CRVisual water level restoration service \CRPerformance and safety te,,Services,900,Non Inventory
HP109C,Main Hot Water Vapor Central Heating System Renovation\CRDrain / flush and descale\CRVisual water level restoration service \CRRestore system to prime co,,Services,1375,Non Inventory
HP109D,Complete Hot Water Vapor Central Heating System Renovation \CRHumidity restoration service rejuvenation  \CRDrain / flush and descale \CRVisual Water Lev,,Services,1625,Non Inventory
HP109E,Complete Hot Water Vapor Central Heating System Renovation \CRHumidity restoration service rejuvenation  \CRDrain / flush and descale \CRVisual Water Lev,,Services,2000,Non Inventory
HP10A,Pressure and Temperature Monitoring System Rejuvenation\CRNo isolation or drain down\CRPerformance and safety testing                          \CR30 day,,Services,350,Non Inventory
HP10B,Basic Pressure and Temperature Monitoring System Renovation\CRIsolation system\CRDrain / Treat / Purge\CRPerformance and safety testing,,Services,525,Non Inventory
HP10C,,,Services,1087,Non Inventory
HP10D,Complete Pressure and Temperature Monitoring System Renovation\CRComponent isolation system\CRLow water emergency cut off rejuvenation\CRSafety control s,,Services,875,Non Inventory
HP10E,,,Services,1192,Non Inventory
HP110A,Hot Water Vapor Central Heating System Rejuvenation\CRDrain / flush and descale\CRPerformance and safety testing \CR30 day warranty,,Services,767,Non Inventory
HP110B,Basic Hot Water Vapor Central Heating System Renovation\CRDrain / flush and descale\CRVisual water level restoration service \CRPerformance and safety te,,Services,1381,Non Inventory
HP110C,Main Hot Water Vapor Central Heating System Renovation\CRDrain / flush and descale\CRVisual water level restoration service \CRRestore system to prime co,,Services,2110,Non Inventory
HP110D,Complete Hot Water Vapor Central Heating System Renovation \CRHumidity restoration service rejuvenation  \CRDrain / flush and descale \CRVisual Water Lev,,Services,2494,Non Inventory
HP110E,Complete Hot Water Vapor Central Heating System Renovation \CRHumidity restoration service rejuvenation  \CRDrain / flush and descale \CRVisual Water Lev,,Services,3069,Non Inventory
HP111A,Hot Water Vapor Central Heating System Rejuvenation\CRDrain / flush and descale\CRPerformance and safety testing \CR30 day warranty,,Services,1022,Non Inventory
